CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,is_weekend,is_warm_season,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9
0.2,836.0,4.3,16.0,1213.0,28.0,1353.0,518.0,20.6,39.9,0.9597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,855.0,4.8,27.0,1107.0,46.0,1418.0,664.0,19.7,43.2,0.9812,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,909.0,6.5,82.0,1031.0,60.0,1527.0,763.0,16.6,52.1,0.9785,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.6,1108.0,14.2,167.0,804.0,83.0,1801.0,1111.0,17.4,50.9,1.0017,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.6,1252.0,22.7,248.0,681.0,129.0,2120.0,1390.0,19.3,46.0,1.0185,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.2,1175.0,16.3,213.0,790.0,137.0,1901.0,1251.0,20.9,43.6,1.0683,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.6,1111.0,14.1,161.0,839.0,121.0,1790.0,1141.0,25.6,33.3,1.0773,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4,1044.0,12.6,144.0,889.0,123.0,1683.0,942.0,28.9,26.0,1.0188,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4,1018.0,13.1,127.0,909.0,120.0,1677.0,795.0,30.3,22.8,0.9695,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,1060.0,14.2,116.0,863.0,119.0,1721.0,836.0,30.9,24.4,1.0724,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.3,1071.0,13.8,124.0,864.0,121.0,1733.0,847.0,30.5,26.2,1.1278,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.2,1006.0,12.1,115.0,921.0,111.0,1636.0,769.0,30.7,23.4,1.015,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.8,1104.0,15.7,150.0,827.0,128.0,1803.0,968.0,28.1,29.8,1.1132,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,1196.0,21.4,221.0,739.0,159.0,1971.0,1157.0,26.9,32.2,1.1267,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.5,1243.0,25.0,227.0,687.0,161.0,2093.0,1367.0,26.0,34.6,1.1485,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.4,1124.0,16.6,156.0,794.0,116.0,1858.0,1101.0,24.5,37.7,1.1454,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,1020.0,10.7,97.0,904.0,96.0,1716.0,916.0,21.7,46.9,1.2044,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8,1035.0,7.5,78.0,977.0,69.0,1694.0,825.0,19.3,68.8,1.519,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,986.0,5.3,60.0,1063.0,58.0,1633.0,693.0,17.6,81.6,1.6296,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6,1017.0,6.5,61.0,986.0,59.0,1676.0,734.0,17.8,80.3,1.6212,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,922.0,4.7,46.0,1085.0,45.0,1585.0,685.0,18.6,75.7,1.6074,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1,854.0,2.4,39.0,1272.0,41.0,1515.0,565.0,16.8,81.3,1.5452,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,985.0,6.1,107.0,987.0,65.0,1677.0,799.0,17.3,78.6,1.5412,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.4,1225.0,12.5,190.0,760.0,94.0,1922.0,1102.0,16.9,80.9,1.5472,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.7,1313.0,19.5,236.0,671.0,100.0,2180.0,1299.0,17.1,79.8,1.542,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.3,1199.0,15.2,227.0,758.0,103.0,1958.0,1272.0,18.5,70.3,1.4826,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.8,1182.0,12.0,211.0,829.0,89.0,1870.0,1206.0,19.6,66.7,1.5023,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.6,1173.0,12.4,201.0,814.0,86.0,1905.0,1218.0,20.4,63.1,1.4969,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.9,1259.0,15.9,191.0,722.0,89.0,2060.0,1367.0,21.6,61.8,1.5775,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.5,1263.0,15.7,192.0,759.0,88.0,2029.0,1290.0,24.0,49.3,1.4509,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.6,1156.0,13.5,143.0,800.0,73.0,1884.0,1175.0,25.7,43.8,1.4262,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.5,1167.0,12.4,148.0,808.0,78.0,1886.0,1139.0,24.6,47.5,1.4487,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.5,1278.0,17.1,183.0,733.0,95.0,2041.0,1293.0,24.8,47.4,1.4628,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.6,1342.0,22.0,216.0,657.0,109.0,2201.0,1419.0,23.7,50.5,1.4636,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.5,1353.0,19.9,184.0,683.0,95.0,2178.0,1326.0,23.0,53.8,1.4968,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.8,1501.0,27.799999999999997,248.0,588.0,101.0,2324.625,1517.0,21.5,65.8,1.6688,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.7,1355.0,19.7,221.0,678.0,88.0,2158.0,1391.0,21.0,66.9,1.6436,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.1,1230.0,15.7,159.0,737.0,77.0,2020.0,1275.0,20.6,68.1,1.6329,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.6,1148.0,12.0,136.0,822.0,75.0,1883.0,1168.0,20.5,66.9,1.5914,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.2,1171.0,13.1,168.0,822.0,81.0,1889.0,1132.0,20.2,65.2,1.5251,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.8,1021.0,9.2,95.0,927.0,57.0,1764.0,977.0,19.5,68.0,1.5269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.7,1053.0,13.3,188.0,873.0,110.0,1749.0,924.0,26.2,32.6,1.0892,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.6,1116.0,16.6,188.0,811.0,110.0,1863.0,1045.0,28.3,27.5,1.0418,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.3,1097.0,16.9,188.0,813.0,110.0,1867.0,1088.0,26.5,29.7,1.0123,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.6,1116.0,17.5,188.0,792.0,110.0,1938.0,1038.0,25.7,31.8,1.0317,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.9,1057.0,13.1,188.0,871.0,110.0,1769.0,981.0,24.4,35.2,1.0632,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.9,973.0,9.2,188.0,987.0,110.0,1615.0,820.0,23.5,36.9,1.0518,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1016.0,10.0,188.0,951.0,110.0,1652.0,948.0,22.4,41.0,1.1006,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.9,1120.0,13.1,188.0,849.0,110.0,1785.0,1067.0,21.7,44.7,1.1451,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.7,1076.0,12.9,188.0,846.0,110.0,1787.0,1070.0,21.1,48.1,1.1864,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,937.0,7.8,188.0,970.0,110.0,1625.0,877.0,20.7,50.0,1.203,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.6,980.0,9.2,188.0,888.0,110.0,1702.0,1028.0,19.8,53.1,1.2093,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.3,937.0,6.9,188.0,962.0,110.0,1604.0,969.0,19.8,53.6,1.2214,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,852.0,4.5,37.0,1095.0,63.0,1525.0,837.0,19.6,54.8,1.236,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,858.0,4.9,57.0,1066.0,71.0,1542.0,904.0,19.3,57.3,1.265,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,963.0,7.9,131.0,942.0,91.0,1702.0,1065.0,19.7,58.4,1.3254,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,966.0,7.4,171.0,969.0,95.0,1682.0,999.0,19.8,59.4,1.3554,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,983.0,8.0,187.0,954.0,96.0,1691.0,986.0,20.9,54.8,1.3387,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.6,990.0,7.6,133.0,985.0,81.0,1685.0,874.0,22.4,47.9,1.2817,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1,891.0,5.3,87.0,1110.0,68.0,1543.0,689.0,24.1,41.3,1.2202,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1,883.0,5.3,61.0,1130.0,57.0,1545.0,608.0,25.9,36.9,1.2133,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4,914.0,8.0,86.0,1010.0,68.0,1596.0,706.0,30.7,26.0,1.1287,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4,896.0,8.4,83.0,1017.0,72.0,1577.0,704.0,30.3,25.2,1.0652,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,841.0,6.0,61.0,1135.0,62.0,1463.0,609.0,30.1,25.4,1.0641,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.3,926.0,7.3,80.0,1048.0,75.0,1599.0,687.0,27.6,35.1,1.2764,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.9,1133.0,10.2,110.0,838.0,92.0,1897.0,976.0,26.6,47.6,1.6315,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,1042.0,9.0,108.0,917.0,89.0,1744.0,860.0,30.4,31.3,1.3331,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.3,1124.0,14.0,134.0,793.0,105.0,1915.0,1021.0,27.8,35.0,1.282,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.4,1157.0,16.1,133.0,738.0,111.0,1970.0,1079.0,26.6,37.9,1.2994,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.8,989.0,8.2,118.0,954.0,102.0,1681.0,826.0,23.4,44.4,1.2646,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,841.0,3.8,17.0,1123.0,30.0,1508.0,558.0,23.0,51.1,1.4175,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,916.0,5.6,26.0,1007.0,43.0,1588.0,679.0,22.1,53.5,1.4087,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,1008.0,8.0,55.0,907.0,67.0,1681.0,850.0,21.6,53.6,1.3674,23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1,895.0,5.6,39.0,975.0,58.0,1574.0,733.0,21.9,52.7,1.365,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,810.0,3.8,15.0,1093.0,24.0,1529.0,612.0,21.3,54.9,1.3707,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1,968.0,6.6,47.0,891.0,58.0,1727.0,788.0,17.5,79.1,1.5709,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1,922.0,7.0,188.0,871.0,110.0,1739.0,728.0,17.6,78.6,1.5722,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,892.0,5.2,49.0,926.0,62.0,1660.0,724.0,17.1,81.8,1.5816,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,806.0,2.4,21.0,1172.0,34.0,1525.0,543.0,16.6,80.2,1.5002,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,827.0,3.1,33.0,1115.0,46.0,1552.0,616.0,16.8,77.4,1.4739,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,881.0,5.2,63.0,1037.0,62.0,1623.0,677.0,18.3,66.5,1.381,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,877.0,5.9,73.0,1011.0,70.0,1614.0,723.0,20.4,55.8,1.3196,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,784.0,2.8,51.0,1314.0,54.0,1412.0,529.0,21.6,45.3,1.1533,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,806.0,3.4,61.0,1270.0,61.0,1414.0,528.0,23.1,39.4,1.0983,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,775.0,3.0,52.0,1349.0,53.0,1365.0,491.0,25.4,31.6,1.0058,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,773.0,3.4,49.0,1331.0,49.0,1374.0,489.0,26.6,29.0,0.9928,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,734.0,2.3,40.0,1387.0,48.0,1303.0,450.0,25.9,28.8,0.9475,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,757.0,2.7,36.0,1387.0,45.0,1345.0,451.0,27.0,28.0,0.981,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,817.0,3.6,51.0,1299.0,60.0,1435.0,512.0,23.6,38.1,1.0917,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,815.0,4.2,56.0,1225.0,59.0,1418.0,525.0,25.9,32.0,1.0529,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,844.0,4.9,71.0,1186.0,67.0,1445.0,556.0,26.3,31.5,1.0643,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,880.0,5.9,79.0,1123.0,72.0,1510.0,599.0,23.9,36.8,1.0774,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.3,906.0,6.6,117.0,1084.0,88.0,1547.0,694.0,23.7,36.8,1.0609,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.6,904.0,7.6,127.0,1048.0,94.0,1549.0,744.0,22.5,37.8,1.0157,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4,877.0,7.0,118.0,1080.0,89.0,1535.0,724.0,21.8,39.2,1.0115,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,918.0,7.5,130.0,1030.0,96.0,1569.0,804.0,20.9,42.6,1.04,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,930.0,8.4,131.0,991.0,98.0,1631.0,862.0,20.0,45.6,1.0555,23,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.4,870.0,7.0,102.0,1061.0,95.0,1557.0,811.0,19.3,47.9,1.059,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,793.0,3.9,48.0,1222.0,64.0,1439.0,627.0,18.7,49.0,1.0462,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4,760.0,2.6,22.0,1263.0,38.0,1386.0,575.0,17.8,54.1,1.0938,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,733.0,2.0,188.0,1281.0,110.0,1394.0,589.0,18.6,52.7,1.1206,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,732.0,2.4,44.0,1273.0,40.0,1413.0,605.0,18.2,54.1,1.1155,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,933.0,9.6,167.0,867.0,76.0,1705.0,974.0,17.3,57.6,1.1289,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.6,1061.0,15.4,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.3,1201.0,25.0,285.0,664.0,118.0,2249.0,1378.0,21.7,44.2,1.1321,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.1,1065.0,15.1,272.0,801.0,118.0,1894.0,1160.0,23.5,40.0,1.1386,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.9,1075.0,17.4,238.0,774.0,122.0,1943.0,1213.0,28.4,29.7,1.1345,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.5,998.0,14.1,207.0,832.0,120.0,1780.0,1057.0,31.6,24.1,1.0994,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.9,922.0,11.8,152.0,887.0,132.0,1744.0,832.0,31.3,24.1,1.0816,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.5,1023.0,14.9,185.0,829.0,115.0,1842.0,983.0,34.4,20.4,1.0857,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.5,1039.0,16.0,184.0,833.0,127.0,1815.0,1047.0,33.7,21.3,1.0988,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.8,1054.0,16.5,205.0,815.0,126.0,1848.0,1078.0,35.9,18.9,1.0999,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.3,1022.0,15.2,172.0,871.0,113.0,1840.0,979.0,34.3,19.4,1.0279,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.3,1082.0,18.9,227.0,788.0,124.0,1910.0,1139.0,33.5,19.9,1.0112,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.8,1056.0,19.0,187.0,786.0,108.0,1896.0,1111.0,30.5,24.2,1.0386,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.8,1243.0,27.799999999999997,290.0,647.0,142.0,2281.0,1470.0,30.3,26.2,1.1161,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.5,1029.0,13.4,155.0,825.0,125.0,1827.0,980.0,27.0,36.7,1.2898,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1004.0,10.9,108.0,867.0,116.0,1754.0,893.0,24.6,41.9,1.2752,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.8,979.0,8.9,94.0,919.0,101.0,1683.0,858.0,23.3,44.5,1.2566,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,972.0,8.5,103.0,934.0,101.0,1668.0,904.0,22.4,46.9,1.2544,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.3,942.0,6.7,78.0,980.0,92.0,1615.0,905.0,21.7,50.8,1.3019,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,825.0,4.2,38.0,1129.0,55.0,1511.0,678.0,21.0,51.9,1.2794,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5,780.0,2.5,26.0,1277.0,42.0,1452.0,586.0,20.5,54.3,1.2926,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,746.0,1.7,188.0,1369.0,110.0,1423.0,608.0,20.9,52.5,1.2852,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,734.0,1.4,19.0,1387.0,30.0,1400.0,514.0,21.0,53.1,1.3031,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5,785.0,2.8,35.0,1265.0,40.0,1467.0,588.0,19.6,57.1,1.2851,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.4,946.0,8.8,126.0,917.0,69.0,1745.0,884.0,18.2,62.3,1.2903,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.3,1201.0,19.4,309.0,683.0,100.0,2144.0,1338.0,19.5,57.7,1.2966,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.8,1377.0,27.799999999999997,376.0,525.0,125.0,2324.625,1708.0,21.6,51.7,1.313,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.0,1346.0,27.1,441.0,602.0,174.0,2324.625,1681.0,23.9,44.4,1.3029,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.5,1230.0,19.0,309.0,698.0,171.0,2049.0,1509.0,28.1,35.2,1.312,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.9,1160.0,16.9,220.0,728.0,149.0,1925.0,1330.0,31.4,28.6,1.298,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.5,1146.0,15.7,168.0,761.0,124.0,1902.0,1138.0,33.7,25.5,1.3095,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.3,1078.0,14.1,149.0,818.0,119.0,1806.0,963.0,35.9,20.8,1.2103,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.4,1111.0,16.5,160.0,794.0,130.0,1875.0,1015.0,37.5,18.1,1.1529,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.6,1083.0,14.8,177.0,825.0,143.0,1793.0,1008.0,37.7,17.7,1.1383,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.2,1056.0,13.0,188.0,865.0,110.0,1723.0,898.0,37.8,17.4,1.1219,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.5,1220.0,21.4,176.0,695.0,183.0,2066.0,1215.0,36.6,20.6,1.2445,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.9,1268.0,23.6,202.0,650.0,161.0,2144.0,1334.0,32.5,26.0,1.2502,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.5,1256.0,25.0,255.0,660.0,170.0,2151.0,1380.0,30.8,27.2,1.1832,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.8,1213.0,21.6,210.0,683.0,143.0,2090.0,1601.0,28.8,30.2,1.1761,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.8,1145.0,15.7,157.0,751.0,123.0,1894.0,1376.0,26.7,35.4,1.2233,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.7,1050.0,10.9,96.0,836.0,89.0,1739.0,1161.0,25.3,40.7,1.291,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,972.0,8.1,59.0,933.0,67.0,1647.0,878.0,24.9,41.2,1.2809,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.6,1020.0,10.2,81.0,853.0,81.0,1753.0,1031.0,23.7,45.1,1.3033,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,934.0,7.5,40.0,940.0,54.0,1644.0,847.0,22.5,49.0,1.3151,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,914.0,5.8,42.0,965.0,57.0,1609.0,908.0,22.3,50.6,1.3486,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,824.0,3.8,188.0,1107.0,110.0,1517.0,733.0,22.0,50.5,1.3199,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,817.0,3.3,31.0,1113.0,51.0,1501.0,751.0,20.8,54.4,1.3229,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,833.0,4.0,54.0,1084.0,58.0,1525.0,799.0,20.3,56.0,1.3204,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,935.0,8.1,88.0,899.0,69.0,1675.0,954.0,20.5,54.8,1.3073,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.5,1297.0,22.3,261.0,630.0,107.0,2214.0,1425.0,21.7,50.6,1.2981,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.4,1496.0,27.799999999999997,357.0,507.0,151.0,2324.625,2079.0,23.4,46.1,1.3091,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.9,1201.0,17.5,265.0,701.0,146.0,1987.0,1532.0,25.1,43.0,1.3488,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.4,1267.0,19.3,247.0,676.0,165.0,2059.0,1570.0,30.1,32.8,1.3795,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.8,1224.0,17.6,189.0,711.0,159.0,1972.0,1380.0,34.7,25.9,1.4069,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.8,1247.0,18.6,168.0,701.0,174.0,2000.0,1337.0,37.2,23.2,1.4478,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.8,1183.0,18.0,183.0,721.0,167.0,1937.0,1308.0,39.5,18.3,1.2917,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
